CustCode	Name	Date of Birth	Postcode	Validuntil
C2822Bris	Fei Ali	30/07/1955	4069	
C2823Bris	Louis Wijesekera	4/04/1957	4021	
C2824Bris	Armando Cheng	23/01/1977	4115	
C2825Bris	Iong Nhu	29/01/1993	4145	
C2826Bris	Zheng Grinberg	25/08/1975	4067	
C2827Bris	Lawson Kesari	31/05/1954	4037	
C2829Bris	Gangani Simon	5/12/1952	4150	
C282Bris	Meng Chen Chen	10/12/1951	4087	
C2830Bris	Johannes Daniel	5/01/1952	4005	
C2831Bris	Mengxue Matheu	15/06/1980	4036	
C2834Bris	Anneliese Siourthas	4/06/1959	4154	
C2837Bris	Lachlan Luke	2/03/1954	4036	
C283Bris	Tomohito Ting Chen	7/11/1993	4097	
C2841Bris	Li Kwok	19/10/1960	4012	
C2842Bris	Chia Yee	15/06/1988	4155	
C2845Bris	Shuangchao Emily	6/12/1979	4052	
C2847Bris	Stanley Kistler	24/01/1952	4082	
C2848Bris	Dang Rivera	31/01/1997	4060	
C2850Bris	Bing Tien	4/11/1963	4147	
C2853Bris	Jason Lam	22/04/1968	4139	
C2854Bris	Kai Elizabeth	10/06/1952	4144	
C2855Bris	Haiyan Hong	15/05/1954	4079	
C2856Bris	Robert San	3/01/1953	4059	
C2857Bris	Chun C	9/04/1951	4119	
C2859Bris	Teng Sigit	17/07/1963	4113	
C285Bris	David Khanna Chen	9/11/1981	4015	
C2867Bris	Debbie Carolyn	19/05/1974	4020	
C2871Bris	Sriram Kai	6/09/1973	4021	
C2874Bris	Tzu Lok	7/07/1985	4033	
C2875Bris	Vaishnavi Chi	16/12/1966	4137	
C2876Bris	Qorib Yan	16/11/1953	4046	
C2877Bris	Kian Cheng	3/10/1958	4107	
C2878Bris	David Septina	5/10/1982	4028	
C2879Bris	Gary Gabriel	9/02/1952	4128	
C2880Bris	Sujatha Himanshu	19/02/1961	4096	
C2882Bris	Sze Maria	8/07/1958	4030	
C2883Bris	Hsiao Ong	12/01/1982	4111	
C2884Bris	Vaishnavi John	31/05/1983	4012	
C2887Bris	Renji Sun	6/07/1973	4003	
C2890Bris	David Khaw	8/01/1955	4093	
C2894Bris	Maree Ho	5/11/1997	4089	
C2895Bris	Benjamin Kumar	17/02/1974	4123	
C2898Bris	Margaret Sangsurane	19/04/1991	4021	
C2900Bris	Kei Lau	17/09/1999	4111	
C2901Bris	Ludmilla Stert	3/11/1951	4031	
C2903Bris	Marc Ann-Lin	6/10/1975	4002	
C2906Bris	Xingyu Joan	22/10/1952	4017	
C2907Bris	Henrique Chandra	5/07/1954	4121	
C2908Bris	Stefanus Stewart	8/08/1963	4057	
C2909Bris	Fajar Brian	12/10/1949	4105	
C2910Bris	Michael Halim	29/12/1961	4027	
C2912Bris	Bree Fang	15/12/1949	4059	
C2920Bris	Carl Kheong	5/09/1959	4080	
C2924Bris	Katie Elizabeth	3/03/1964	4114	
C2927Bris	Oliver Li	17/11/1947	4040	
C2928Bris	Shreyak Halim	14/10/1990	4060	
C2929Bris	Miao Brian	13/10/1965	4109	
C2930Bris	Emine Ho	6/04/1995	4117	
C2931Bris	Stefanus Ang	4/09/1951	4137	
C2932Bris	Mun John	27/06/1985	4155	
C2933Bris	Alex Shakespeare	28/07/1955	4037	
C2935Bris	Jiajie Barnes	26/11/1953	4149	
C2936Bris	Paul Yuen	28/02/1963	4051	
C2937Bris	Matthew Nicholas	21/03/1991	4055	
C293Bris	Greg Morris Chen	19/01/1980	4056	
C2940Bris	Kia Ong	16/01/1964	4050	
C2943Bris	Kamia Chan	6/04/1953	4066	
C2947Bris	Xin Soo	2/01/1951	4082	
C2948Bris	Waleed Lee	21/03/1946	4070	
C2951Bris	Shan Carolyn	4/10/1998	4096	
C2953Bris	Carmen Lo	5/06/1971	4104	
C2954Bris	Kwan She	19/07/1975	4157	
C2956Bris	Clarence Tze	1/12/1991	4073	
C2959Bris	Nigel Sun	15/11/1985	4150	
C2960Bris	Feiyi Farn	29/01/1961	4065	
C2961Bris	Mei Tsz	29/12/1975	4122	
C2962Bris	Prakash Mark	27/04/1991	4107	
C2963Bris	Janine Law	8/03/1955	4054	
C2965Bris	Jacqueline Palaniappan	5/07/1951	4127	
C2973Bris	Anneliese Melchor	16/03/1974	4051	
C2977Bris	Miu Liu	16/09/1949	4011	
C297Bris	Sang Lun Chen	20/05/1957	4085	
C2980Bris	Stanley Septina	3/01/1964	4068	
C2981Bris	Vincent Nhu	31/08/1995	4148	
C2982Bris	Chi Riadh	3/09/1965	4077	
C2983Bris	Shenn Jin	22/05/1955	4032	
C2984Bris	Di Suresh	26/07/1986	4054	
C2985Bris	Hanny Elizabeth	1/11/1970	4159	
C2986Bris	Steven Tassi	6/10/1991	4017	
C2988Bris	Sampson Wah	24/06/1960	4075	
C2989Bris	Chek Cheung	8/10/1986	4004	
C2990Bris	Dinni Errol	5/04/1972	4020	
C2993Bris	Bahiyah Marie	24/10/1951	4001	
C2996Bris	Sharon Chan	11/01/1952	4119	
C3000Bris	Gerwin Ren	6/02/1966	4155	
C3001Bris	Joshua Elizabeth	29/08/1981	4007	
C3004Bris	Chenguang Hesketh	19/12/1992	4117	
C3006Bris	Oi Anne	12/04/1989	4127	
C3007Bris	David Kee	12/03/1977	4141	
C3009Bris	David Yen	9/02/1976	4129	
C300Bris	Yongky Patricio Chen	11/02/1954	4017	
C3012Bris	Greg L'Hotellier	14/06/1951	4103	
C3013Bris	Peter Geoffrey	20/07/1957	4114	
C3014Bris	Fei Entwisle	7/08/1979	4038	
C3015Bris	Mingyu Wong	12/09/1955	4059	
C3016Bris	Gagan Chi	17/01/1978	4111	
C3018Bris	Arun Bromhead	8/05/1959	4155	
C301Bris	Ashish Andres Chen	9/06/1980	4048	
C3026Bris	Heen Knight	27/05/1952	4078	
C302Bris	Chor Mary Chen	3/03/1972	4058	
C3030Bris	Yin Hirsinger	13/08/1966	4106	
C3033Bris	Alison Russell	9/07/2000	4143	
C3034Bris	Oliver Chiu	19/10/1953	4087	
C3035Bris	Farah Tan	11/01/1991	4140	
C3036Bris	Samathara Catherine	30/12/1949	4038	
C3037Bris	Emi Leung	26/03/2000	4024	
C3038Bris	Jiacheng Ho	3/02/1957	4142	
C3039Bris	Andrew Yiu	8/12/1996	4129	
C303Bris	Sue Kit Chen	18/09/1960	4055	
C3041Bris	Alisha Sagawa	4/12/1957	4020	
C3042Bris	Karen Rivera	8/10/1957	4131	
C3043Bris	Hok The	10/06/1983	4115	
C3046Bris	Vincent Siu	24/08/1960	4042	
C3049Bris	Yanni Martinez	3/04/1961	4083	
C304Bris	Waleed Martin Chen	26/07/1953	4104	
C3053Bris	Chun Renwick	26/05/1996	4146	
C3054Bris	Sonny Eddes	29/06/1956	4144	
C3057Bris	Sandra Chek	3/08/1987	4119	
C3059Bris	Tong Mak	18/09/1980	4128	
C305Bris	Barry Bryce Chen	5/03/1977	4059	
C3060Bris	Claudia Prasanga	19/05/1994	4131	
C3062Bris	Matthew Itthianuwat	31/03/1964	4144	
C3065Bris	Xin Ng	11/05/1996	4070	
C3066Bris	Anastasia Purvis	4/08/1978	4088	
C3067Bris	Benjamin Yee	26/10/1957	4158	
C3068Bris	Jinming Ing	7/02/1996	4130	
C3069Bris	Megan Sung-Chit	21/12/1964	4025	
C306Bris	Cheryl Yau Chen	13/04/1997	4097	
C3071Bris	Ka John	21/09/1979	4057	
C3079Bris	Yichen Plotnikov	13/08/1998	4127	
C3083Bris	Xueqiang Wanzee	10/11/1990	4058	
C3086Bris	Chee Sze	7/09/1960	4091	
C3087Bris	Thao Chan	21/05/2000	4056	
C3088Bris	Yingshuang Usama	24/03/1958	4072	
C3089Bris	Ross Li	20/07/1981	4073	
C308Bris	Xin Robert Chen	28/01/1958	4115	
C3090Bris	Anthony Romero	21/08/1951	4039	
C3091Bris	Kei Leng	12/04/1972	4003	
C3092Bris	Xueyang de	2/02/1963	4120	
C3094Bris	Ming Damelio	25/07/1965	4041	
C3095Bris	Vanessa-Cam Martin	17/08/1955	4079	
C3096Bris	Kian Teik	26/12/1987	4018	
C3099Bris	Kwong Li	4/08/1966	4046	
C309Bris	Nathan Naseer Chen	1/10/1953	4152	
C3102Bris	David Yusuf	27/03/1957	4114	
C3106Bris	Jiale Mall	4/07/1971	4112	
C3107Bris	Tsu Pacharakiraikul	2/10/1978	4093	
C310Bris	Wanyu Wei-En Chen	1/12/1950	4014	
C3110Bris	Yee Thir	24/06/1973	4076	
C3112Bris	Mohd Li	25/03/1956	4122	
C3113Bris	Mun Russell	21/01/1970	4072	
C3115Bris	Tsz Ling	27/09/1979	4104	
C3118Bris	Chi Junior	24/02/1997	4104	
C3119Bris	Deko Yang	11/12/1954	4015	
C3120Bris	James Samarasekera	6/03/1990	4135	
C3121Bris	Chih-En Wah	25/12/1995	4033	
C3122Bris	Nidah Budiono	11/07/1959	4124	
C3124Bris	Arun Yave	12/08/1977	4102	
C3132Bris	Gaurav Li	4/12/1990	4035	
C3136Bris	Claudia Pathan	16/04/1972	4030	
C3139Bris	Chun Yin	26/01/1993	4028	
C313Bris	Man Matthew Chen	20/05/1964	4149	
C3140Bris	David Albina	4/10/1950	4048	
C3141Bris	Greg Grinberg	9/08/1956	4134	
C3142Bris	Lye Andrew	12/12/1951	4158	
C3143Bris	Peter Tjondro	16/05/1959	4045	
C3144Bris	Russell Diep	10/09/1972	4086	
C3145Bris	Anish Zhao	30/06/1968	4008	
C3147Bris	Leo Leng	3/05/1970	4020	
C3148Bris	Meera Ji	22/02/1987	4099	
C3149Bris	Pee Brown	6/08/1964	4033	
C3152Bris	Kalyan Ye	23/09/1986	4081	
C3155Bris	Ganglei Yoong	6/06/1957	4017	
C3159Bris	David Li	21/11/1954	4067	
C3160Bris	Mark Elizabeth	6/06/1978	4052	
C3163Bris	Chih-En Geoffrey	3/07/1953	4042	
C3165Bris	Qi Macdonald	15/09/1990	4028	
C3166Bris	Chek L'Hotellier	17/06/1986	4013	
C3168Bris	Kent Yeen	1/03/1988	4136	
C316Bris	Darina Shen Cheng	13/01/1999	4070	
C3171Bris	Sang Mendoza	26/01/1979	4054	
C3172Bris	Ta Lin	15/01/1951	4079	
C3173Bris	Vivek Gray	28/03/1959	4142	
C3174Bris	Chengyang Kwok	29/07/1998	4094	
C3175Bris	Janine M	9/04/1991	4016	
C3177Bris	Bo-Youn Cheng	8/07/1958	4146	
C3185Bris	Sirui Ng	13/07/1957	4071	
C3189Bris	Anjan Tasevski	9/03/1979	4128	
C3192Bris	Beo-Deul Chyi	17/07/1982	4118	
C3193Bris	James -	20/05/1953	4109	
C3194Bris	Mark Wen	7/01/1968	4078	
C3195Bris	Chon Chung	30/11/1954	4069	
C3196Bris	Graciela Johnston	11/10/1997	4037	
C3197Bris	Jikang Cheng	27/10/1968	4065	
C3198Bris	Bo-Youn Dishantha	8/01/1970	4023	
C3200Bris	Ting Ming	1/02/2000	4028	
C3201Bris	Brett Lin	16/03/1953	4043	
C3202Bris	Jin Soneville	28/02/1994	4002	
C3205Bris	Chengen Fook	1/06/1958	4132	
C3208Bris	Benjamin Li	6/08/1985	4146	
C320Bris	Shirley Tsomaropoulos Chong	23/11/1967	4016	7/07/2017
C320Bris	Shirley Tsomaropoulos Chong	23/11/1967	4124	
C3212Bris	Muhamad Bagus	21/05/1951	4048	
C3213Bris	Rong Ochoa	27/09/1962	4125	
C3216Bris	Manicks Pearson	3/12/1964	4079	
C3218Bris	Peter Widjaja	25/10/1986	4159	
C3219Bris	Robin Menting	26/10/1960	4098	
C3221Bris	Lye Rakshit	14/04/1953	4122	
C3224Bris	Julian Yenny	4/04/1997	4031	
C3225Bris	Sok Bairstow	21/02/1999	4086	
C3226Bris	Mayumi Ch'ien	17/09/1963	4103	
C3227Bris	Timothy Kee	1/03/1960	4126	
C3228Bris	Weng Vainshtein	15/11/1977	4105	
C3230Bris	Robert Mckenna	12/08/1960	4052	
C3238Bris	Mei Wayne	26/06/1994	4158	
C323Bris	Kanok Turner Chen	11/08/1952	4132	
C3242Bris	Warren Romero	7/01/1969	4081	
C3245Bris	How Wing-Chi	10/12/1965	4144	
C3246Bris	Thai Hwa	2/10/1959	4071	
C3247Bris	Zeyu Siu	9/06/1993	4149	
C3248Bris	David Tan	22/10/1983	4054	
C3249Bris	Joshua Fay	28/11/1982	4137	
C3250Bris	Ka Lin	16/04/1969	4136	
C3251Bris	Tony Lakshmi	13/02/1955	4003	
C3253Bris	Farah San	16/02/1976	4137	
C3254Bris	Jiacheng Yang	15/05/1957	4125	
C3255Bris	Nishant Stewart	27/03/1995	4151	
C3258Bris	Ting Tan	23/12/1988	4142	
C325Bris	Yue Ho Chen	28/02/1985	4005	
C3261Bris	Jeffrey Meng	26/04/1978	4157	
C3265Bris	Eli Junior	21/08/1968	4056	
C3266Bris	Lingjie E	31/03/1980	4131	
C3269Bris	Yuan Stuart	23/09/1954	4007	
C326Bris	Kam Carrera Cheng	21/12/1954	4149	
C3271Bris	Ivan M	18/02/1995	4148	
C3272Bris	Milisha Bryce	3/02/1998	4148	
C3274Bris	Theresa Chan	9/09/1972	4119	
C3277Bris	Eka Eduardo	30/11/1956	4136	
C3278Bris	Ming Mah	29/03/1982	4105	
C3279Bris	Claudia John	27/07/1987	4117	
C3280Bris	Dong Heinicke	28/06/1999	4063	
C3281Bris	Sonny Yuen	22/08/1966	4128	
C3283Bris	David Lee	14/03/1999	4071	
C328Bris	Barry  Cheng	23/06/1987	4034	
C3291Bris	Cynthia Michael	25/03/1969	4026	
C3295Bris	Chin Scott	18/10/1954	4009	
C3298Bris	Yuxuan Chen	4/07/1959	4150	
C3299Bris	Andrea Campbell	31/10/1967	4087	
C32Bris	Diana Esteban Andrew	10/11/1992	4103	
C3300Bris	Paul Jovi	29/09/1956	4003	
C3301Bris	Wee Felix	22/12/1958	4042	
C3302Bris	Yee Howie	17/10/1981	4138	
C3303Bris	Gonzalo Yeung	27/09/1986	4112	
C3304Bris	Jeffrey Zhang	17/05/1952	4045	
C3306Bris	Li Matthew	23/02/1959	4108	
C3307Bris	Henni Ling	21/12/1953	4115	
C3308Bris	Ning Wang	20/11/1986	4100	
C3311Bris	Yuxuan Chang	21/01/1966	4068	
C3314Bris	Jason Beverly	8/05/1959	4064	
C3318Bris	Michael Wonderland	5/03/1962	4001	
C3319Bris	Thai Elizabeth	25/09/1992	4001	
C331Bris	Eugene James Cheng	29/07/1969	4094	
C3322Bris	Leo Suliman	22/02/1992	4042	
C3324Bris	Eugene Fraser	13/10/1979	4069	
C3325Bris	Maree Shaker	4/11/1991	4150	
C3327Bris	Suhrid McIlroy	20/09/1999	4001	
C332Bris	Jason Yeh Cheryl	12/04/1954	4072	
C3330Bris	Amul Chen	28/11/1966	4039	8/01/2017
C3330Bris	Amul Chen	28/11/1966	4006	
C3331Bris	Trong Che-Ho	27/09/1954	4110	
C3332Bris	Jacky Jin	16/04/1949	4104	
C3333Bris	Matthew Wayne	29/07/1954	4129	
C3335Bris	Wai Mccleary	5/07/1952	4151	
C333Bris	Louis Achamma Chew	3/03/1999	4124	
C3343Bris	Peter Heung	2/05/1959	4030	
C3347Bris	David Che-Ho	5/06/1957	4095	
C334Bris	Felicity Keung Cheryl	19/05/1996	4157	
C3350Bris	Daniel Fong	13/02/1960	4125	
C3351Bris	Hsiao Rusli	12/06/1951	4108	
C3352Bris	Jikang Li	13/06/1996	4041	
C3353Bris	Pou Wai-Yin	8/01/1985	4055	
C3354Bris	Sumeet Nensi	26/01/1999	4152	
C3355Bris	Felicity Yin	14/04/1997	4066	
C3356Bris	Graciela Pham	10/08/1973	4052	
C3358Bris	Michael Jorge	11/07/1963	4022	
C3359Bris	Sreenath Man-Wai	8/02/1997	4091	
C335Bris	Nguyen Alexander Cheng	14/12/1971	4050	
C3360Bris	Debojyoti Ling	13/06/1985	4004	
C3363Bris	Purwoko Tse	27/11/1982	4159	
C3366Bris	Jono Cheung	11/02/1965	4043	
C3370Bris	Alisha Cheng	19/10/1993	4072	
C3371Bris	Andrea Chiu	30/08/1998	4125	
C3374Bris	Qing Man	18/03/1954	4134	
C3376Bris	Kwet Ma	17/07/1987	4053	
C3377Bris	Liang Fay	27/07/1985	4133	
C3379Bris	Robin Hodder	11/01/1952	4153	
C337Bris	Jackie Fook Cheryl	29/07/1958	4103	
C3382Bris	Jie Yong-Whi	24/02/1974	4111	
C3383Bris	Pei-Han Ooi	20/03/1965	4153	
C3384Bris	Yongchao Hemant	21/01/1986	4017	
C3385Bris	Andrea Ismail	31/07/1954	4077	
C3386Bris	Hooi-Ling Weng	17/11/1977	4039	
C3388Bris	Xin Bryce	22/06/1952	4010	
C3396Bris	Lillian Deng	26/03/1996	4080	
C3400Bris	Yi Chin	30/08/1984	4069	
C3403Bris	Tianyi Jasek	15/03/1975	4040	
C3404Bris	Chin Chew	26/02/1963	4155	
C3405Bris	Dang Keina	16/05/1986	4131	
C3406Bris	Esther Alexander	7/02/1994	4079	
C3407Bris	Kwong Luo	29/03/1999	4030	
C3408Bris	Maryam Wong	15/08/1959	4113	
C3409Bris	Meera Kumar	26/01/1967	4116	
C3411Bris	Michael Alexander	19/07/1956	4041	
C3412Bris	Michael Guangjin	29/10/1987	4158	
C3413Bris	Hao Chen	11/03/1951	4087	
C3416Bris	Chung Ang	7/10/1966	4021	
C3419Bris	Chin Ratiner	4/08/1970	4101	
C3423Bris	Mark Luu	11/09/1976	4008	
C3424Bris	Graciela Ng	21/01/1953	4153	
C3427Bris	Yanni Del	5/10/1997	4152	
C3429Bris	Pee Shen-Han	27/08/1986	4128	
C3430Bris	Shan Khanna	5/10/1991	4007	
C3432Bris	Chung Leung	19/11/1959	4082	
C3435Bris	Waleed Narang	27/05/1963	4150	
C3436Bris	Anthony Subagio	8/12/1960	4080	
C3437Bris	David Por	19/12/1973	4118	
C3438Bris	Jeffrey Gelfand	22/01/1955	4138	
C3439Bris	Benny Chen	8/12/1951	4120	
C3441Bris	Matthew Ting	18/03/1990	4134	
C3449Bris	John Wah	13/02/1999	4002	
C3453Bris	Pik Cameron	16/05/1987	4129	
C3456Bris	Julian Arjun	12/07/1986	4076	
C3457Bris	King Malo	24/10/1961	4156	
C3458Bris	Matthew Shi	20/06/1991	4086	
C3459Bris	Pik Kang	4/02/1967	4152	
C345Bris	Woo-Jung Kim Chhenh	22/09/1980	4071	
C3460Bris	Carl Ji	14/03/1954	4026	
C3461Bris	Duo Xu	23/02/1979	4113	
C3462Bris	Emily Huang	29/03/1978	4108	
C3464Bris	Julian Cheng	23/10/1997	4148	
C3465Bris	Julian Green	6/06/1969	4120	
C3466Bris	Kim Ng	27/09/1994	4033	
C3469Bris	Stephen Yang	28/04/1968	4064	
C3472Bris	David Isaac	31/10/1957	4054	
C3476Bris	James Liao	3/12/1979	4004	
C3477Bris	Matthew Nensi	13/05/1973	4037	
C3480Bris	John Man-Wai	26/04/1949	4126	
C3482Bris	Chao Bello	9/02/1970	4000	
C3483Bris	Anne Chen	6/10/1954	4111	
C3485Bris	Renji Xu	29/12/1992	4043	
C3488Bris	Kian Holmes	21/05/1985	4087	
C3489Bris	Chengyang Chong	5/08/1956	4040	
C3490Bris	Nguyen Saha	27/10/1966	4053	
C3491Bris	Wan Sarah	28/10/1960	4093	
C3492Bris	Lia Tehan	3/01/1956	4112	
C3494Bris	Shee Wayne	16/12/1957	4139	
C349Bris	Jarrod Marie Chhenh	24/08/1992	4148	
C3502Bris	Fiona Michael	14/08/1958	4155	
C3506Bris	Pearl Colin	12/12/1953	4016	
C3509Bris	Yossef Thornton	24/12/1952	4112	
C3510Bris	Glen Law	19/12/1970	4120	
C3511Bris	Arun de	5/09/1965	4135	
C3512Bris	Li Tong	5/02/1999	4032	
C3513Bris	Lily Li	25/08/1963	4147	
C3514Bris	Vithusha Martinez	1/03/1951	4138	
C3515Bris	Vivian Tsun-To	20/05/1995	4049	
C3517Bris	Kwong Ting	14/06/1953	4152	
C3518Bris	Mario Pui	16/10/1971	4054	
C3519Bris	Ying Hong	17/03/1957	4007	
C3522Bris	Xiaojia Chi-Nga	22/12/1972	4050	
C3525Bris	Yue Ho	18/08/1959	4097	
C3529Bris	Benjamin Fraser	20/05/1987	4018	
C352Bris	Lewis Huu Cheung	1/04/1973	4121	
C3530Bris	Oi Michaelidis	26/10/1978	4096	
C3533Bris	Dewi Nath	18/11/1982	4055	
C3535Bris	Debbie Fraser	10/05/1993	4131	
C3536Bris	Henny Musa	11/09/1954	4029	
C3538Bris	Catherine 	12/05/1984	4075	
C353Bris	Warren Eduardo Chia	23/11/1963	4147	
C3541Bris	Jenny Renato	20/11/1985	4057	
C3542Bris	Wei Naseer	25/02/1991	4046	
C3543Bris	Angela Pong	9/07/1973	4149	
C3544Bris	Li Chi	16/04/1988	4055	
C3545Bris	Paul Ochoa	20/04/1977	4044	
C3547Bris	Elisa Wong	1/05/1962	4046	
C354Bris	Wei Pilgrim Cheng	30/03/1970	4112	
C3555Bris	Chang Toma	19/08/1982	4020	
C3559Bris	Chia Sargent	16/09/1997	4054	
C355Bris	Fizzah Cameron Chien	26/09/1954	4055	
C3562Bris	Thao Mall	12/07/1999	4150	
C3563Bris	Anthony Junior	13/03/1961	4094	
C3564Bris	Fangren Xu	23/11/1950	4023	
C3565Bris	Lu Beling	11/02/1994	4021	
C3566Bris	Prasanna Lin	13/10/1998	4104	
C3567Bris	Henry Zhang	2/06/1988	4089	
C3568Bris	Man Chow	28/03/1995	4055	
C356Bris	Natasha Price Cheng	10/02/1976	4080	
C3570Bris	Tsu Chandra	5/12/1997	4138	
C3571Bris	Anastasia Robindra	12/08/1971	4125	
C3572Bris	Blake James	12/06/1954	4081	
C3575Bris	Bo-Youn Kei	4/04/1982	4053	
C3578Bris	Sonny Kin	19/09/1952	4000	
C357Bris	Shirley Chi Cheung	7/10/1997	4042	
C3582Bris	King Lee	1/08/1959	4009	
C3583Bris	Meghan Jain	23/03/1994	4119	
C3586Bris	Jordan Wing-Chi	8/06/1967	4050	
C3588Bris	Jacqueline Patricia	24/12/1988	4046	
C3589Bris	Kean Duy	29/07/1967	4062	
C358Bris	Fang Wajsbrem Choi	24/08/1997	4039	
C3591Bris	Xin Wing-See	7/09/1975	4060	
C3594Bris	Ning Lee	30/10/1957	4100	
C3595Bris	Qorib Wibowo	27/08/1968	4122	
C3596Bris	Graciela Chan	16/08/1997	4004	
C3597Bris	Julian Tan	14/05/1951	4003	
C3598Bris	Shirley Bhandari	19/06/1982	4018	
C3600Bris	Ee Stuart	12/06/1984	4080	
C3608Bris	Eddie Colin	22/03/1979	4158	
C360Bris	Marc Bryce Cheung	26/11/1978	4026	
C3612Bris	Qi Halim	11/07/1965	4156	
C3615Bris	Hok Lee	27/12/1979	4147	
C3616Bris	Peter Helen	30/05/1974	4080	
C3617Bris	Weng Del	15/05/1998	4081	
C3618Bris	Daniel Chi	14/01/1991	4043	
C3619Bris	Greg Chi	4/01/1984	4107	
C361Bris	Qing Soneville Chien	13/06/1969	4034	
C3620Bris	Nathalia Koch	8/12/1960	4023	
C3621Bris	Tomohito Lee	25/08/1962	4139	
C3623Bris	Lingjie Alnozha	2/01/1961	4116	
C3624Bris	Muhammad Meng	30/11/1976	4041	
C3625Bris	Regina Fai	12/02/1988	4125	
C3628Bris	Liang Anthony	3/07/1999	4044	
C362Bris	Kean Li Chien	20/02/1968	4049	
C3631Bris	Fangning C	8/06/1984	4111	
C3635Bris	Karen Yee	25/03/1998	4043	
C3636Bris	Roselle James	3/08/1951	4049	
C3639Bris	Perren Shin	30/07/1992	4031	
C3641Bris	Ying Jorge	5/06/1983	4026	
C3642Bris	Gangani Ng	22/08/1951	4057	
C3644Bris	Paswindar Scott	16/10/1962	4047	
C3647Bris	Ming Matthew	19/06/1951	4148	
C3648Bris	Regina Almihaidi	4/12/1951	4102	
C3649Bris	Craig Cheng	27/12/1962	4033	
C3650Bris	Danni Sung-Chit	5/04/1988	4025	
C3651Bris	Ka Clive	7/10/1965	4144	
C3653Bris	Xianghong Katherine	8/08/1957	4149	
C365Bris	Eugene Lee Cholewka	18/01/2000	4090	
C3661Bris	Samant Lee	4/06/1960	4006	
C3665Bris	Mei Hooi	13/08/1968	4154	
C3668Bris	Chia Dale	13/12/1975	4080	
C3669Bris	Denis de	30/09/1998	4072	
C3670Bris	Pauline Thomas	27/09/1958	4093	
C3671Bris	Sarah Bai	14/05/1973	4085	
C3672Bris	Sok Jay	12/07/1952	4037	
C3673Bris	Sampson Yan	19/03/1963	4084	
C3674Bris	Benjamin Nor	23/05/1967	4048	
C3676Bris	Louise Francis	3/03/1965	4080	
C3677Bris	Wen Jia	21/10/1968	4129	
C3678Bris	Dharmapoetra Li	8/06/1973	4109	
C3681Bris	Luke Ying	6/06/1957	4124	
C3684Bris	Daphne Alwuthaynani	9/06/1986	4070	
C3688Bris	Deko Dean	11/10/1952	4067	
C3689Bris	Liang Yan	12/12/1967	4019	
C368Bris	Anjan Maree Chin	22/12/1978	4032	
C3692Bris	Ching Wu	24/02/1952	4111	
C3694Bris	Reshma Pui	19/12/1979	4118	
C3695Bris	Chor Lun	1/01/1956	4103	
C3697Bris	Stefanus Matthew	10/09/1969	4140	
C36Bris	Kevin Andrew Andy	15/03/1985	4016	
C3700Bris	Janet The	25/11/1988	4107	
C3701Bris	Darina Siu	17/11/1979	4087	
C3702Bris	Samant Sie	25/04/1960	4113	
C3703Bris	Emmeline Sung-Chit	6/01/1972	4071	
C3704Bris	Lincoln Ahmed	16/07/1952	4003	
C3706Bris	Gaganjot Salim	17/04/1973	4046	
C3714Bris	Cheryl Yuen	24/11/1963	4052	
C3718Bris	Bryan On	27/12/1966	4005	
C3721Bris	Nathalie Man-Wai	3/11/1957	4052	
C3722Bris	Hao Lo	15/04/1960	4085	
C3723Bris	Kai Victor	1/05/1953	4021	
C3724Bris	Bahiyah Pacharakiraikul	10/08/1965	4134	
C3725Bris	Vivek Anne	7/10/1979	4036	
C3726Bris	Po George	9/12/1955	4092	
C3727Bris	Brianna Chun	27/03/1966	4088	
C3729Bris	Jaime Yan	10/12/1997	4040	
C372Bris	Jiamin Yuen Chong	28/04/1995	4051	
C3730Bris	Jingyi Ping	25/11/1993	4051	
C3731Bris	Dong Tanujaya	16/10/1949	4057	
C3734Bris	Herman Jen	9/10/1965	4057	
C3737Bris	Fizzah Suliman	16/11/1983	4097	
C373Bris	Ming Bryce Chew	10/02/1945	4126	
C3741Bris	James Chai	4/12/1955	4023	
C3742Bris	Wing Bernal	13/04/1960	4058	
C3745Bris	Tatag Ruwin	26/10/1957	4104	
C3747Bris	Vincent Xu	15/01/1952	4061	
C3748Bris	Yongky Nhu	21/07/1951	4149	
C3750Bris	Hani Ng	4/08/1963	4080	
C3753Bris	Robert James	17/08/1983	4110	
C3754Bris	Jack Harun	15/10/1953	4156	
C3755Bris	Shell Yan	22/12/1969	4013	
C3756Bris	Anastasios Thurecht	18/03/1971	4133	
C3757Bris	Fangren Shen	16/12/1996	4106	
C3759Bris	Kean Itthianuwat	28/10/1955	4115	
C3767Bris	Amul Zeng	10/03/1986	4154	
C376Bris	Michael Spanio Chong	14/03/1975	4039	
C3771Bris	Elisa Suliman	21/12/1972	4088	
C3774Bris	Varesh Lee	27/09/1985	4051	
C3775Bris	Fengmin Sie	24/02/1973	4138	
C3776Bris	Nathan San	13/04/1991	4089	
C3777Bris	Julian Tandiono	20/01/1954	4076	
C3778Bris	Marc Chan	10/02/1981	4067	
C3779Bris	Shangzhen Kwok	15/03/2000	4035	
C3780Bris	Shu-Ket Yin	16/06/1989	4142	
C3782Bris	Shirlina Mekala	2/10/1986	4100	
C3783Bris	Hui Tjio	15/03/1955	4081	
C3784Bris	Ka Ching	17/12/1958	4021	
C3787Bris	Ling Lim	17/05/1971	4017	
C378Bris	Henry John Choi	4/11/1959	4152	
