CustCode	Name	Date of Birth	Postcode	Validuntil
C4776Sydn	Marlene Usama	14/06/1978	2185	
C4780Sydn	Hendry Elizabeth	22/08/1990	2157	
C4788Sydn	Shu-Ket Lakshmi	2/06/1992	2175	
C4795Sydn	Lye Wong	5/01/1955	2027	
C4824Sydn	Sirui Allan	27/03/1968	2001	
C4825Sydn	Clarence Kartika	13/03/1973	2009	
C4829Sydn	King Elizabeth	19/12/1974	2079	
C4833Sydn	Nga Leung	18/10/1969	2027	
C4841Sydn	Zihong Low	22/06/1999	2046	
C4848Sydn	Mark Keina	16/09/2000	2101	
C4875Sydn	Andrew Leung	22/01/1992	2109	
C4876Sydn	Costa Felix	21/10/1987	2198	
C4877Sydn	Armando Irawan	12/05/1956	2167	
C4878Sydn	Xianghong Alzayer	15/02/1977	2092	
C4882Sydn	Andy Fay	16/10/1992	2079	
C4886Sydn	Ashish Ilana	17/01/1953	2153	
C4894Sydn	Daniel Wijaya	30/01/1957	2091	
C4901Sydn	Li Timothy	29/04/1953	2095	
C4930Sydn	Benjamin King	1/07/1971	2138	
C4931Sydn	Yue Thai	22/07/1952	2060	
C4935Sydn	Su-Yi Elizabeth	23/11/1974	2154	
C4939Sydn	Ying Keong	20/04/1955	2196	
C4947Sydn	Denis Wayne	3/01/1960	2136	
C4954Sydn	Gaurav Bhandari	15/02/1959	2197	
C4981Sydn	Gary Bernadette	22/07/1996	2130	
C4982Sydn	Sreenath Phaik	14/11/1996	2114	
C4983Sydn	Josh Esteban	28/05/1987	2177	
C4984Sydn	Martin Zheng	17/02/1955	2181	
C4988Sydn	Hsiao Ng	20/01/1968	2083	
C4992Sydn	Patrick Loo	14/02/1978	2199	
C4Sydn	Xiaodan Martinez Aggarwal	5/04/1957	2181	
C5000Sydn	Xun Sung-Chit	23/06/1982	2003	
C5007Sydn	Anson Tan	19/03/1963	2144	
C501Sydn	Benjamin Jay Dedeche	14/10/1970	2157	
C502Sydn	Louise Ong Dedeche	16/04/1998	2143	
C5036Sydn	Cassio Russell	18/10/1955	2036	
C5037Sydn	Bing Del	8/10/1984	2044	
C5041Sydn	Anisha Jain	4/08/1994	2195	
C5045Sydn	Brett Liondas	22/06/1979	2176	
C5053Sydn	Eli Phuong Chen	4/07/1969	2136	
C5060Sydn	Tengteng Chi Kang	18/11/1997	2094	
C506Sydn	Lily Chen Del	29/03/1958	2081	
C510Sydn	Don Liau Daniel	1/09/1983	2122	9/07/2016
C510Sydn	Don Liau Daniel	1/09/1983	2099	
C517Sydn	Yunlong Ing Devupali	11/04/1952	2023	
C524Sydn	Qing Dale Dias	25/02/1952	2142	
C53Sydn	Hong James Annette	27/09/1998	2012	
C550Sydn	Vyshakh Irawan Earle	28/07/1999	2185	
C551Sydn	Andy Khoi Dip	29/09/1957	2042	
C552Sydn	Tim Nugroho Earle	14/04/1968	2109	
C553Sydn	Jason Martin Earle	2/06/1953	2003	
C557Sydn	Sam She Dip	21/10/1997	2010	
C561Sydn	Reshma Lau Eddes	18/06/1989	2144	
C569Sydn	Miu Sanjaya Dobson	18/07/1963	2118	
C575Sydn	Laam Francis Eileen	9/03/1983	2109	
C604Sydn	Craig Guy Ellen	17/01/1961	2176	
C605Sydn	Kwet Psarros Fallon	4/09/1961	2096	
C609Sydn	Wing Mohammad Fang	2/03/1989	2165	
C613Sydn	Marlene Lim Farhadov	14/01/1953	2166	
C621Sydn	Vivian Lim Fatima	31/05/1997	2060	
C628Sydn	Blake Jennie Fok	3/09/1978	2097	
C655Sydn	Hao W Fong	7/02/1964	2155	
C656Sydn	Fengmin Park Fong	7/02/1976	2019	
C657Sydn	Qi Lim Forema	2/03/1978	2040	
C658Sydn	Yanni Lekha Florence	4/08/1973	2075	
C662Sydn	Natasha Shoun Francis	28/06/1967	2160	
C666Sydn	Angel Wan Francis	23/08/1979	2128	
C674Sydn	Zhenya Junior Galarza	12/10/1988	2012	
C681Sydn	John Chow Fung	22/07/1975	2049	
C709Sydn	Sze Kheong Gin	31/12/1985	2149	
C710Sydn	Ming Soesetyo Gin	1/05/1983	2003	
C714Sydn	Jordan Alexander Gin	4/02/1958	2007	
C718Sydn	Gaganjot Carroll Goh	15/04/1967	2027	
C726Sydn	Xiaodan Hu Goh	19/03/1953	2085	
C733Sydn	Li William Goncalves	25/01/1961	2161	
C760Sydn	Geoffrey Tang Grinberg	19/02/1988	2001	30/11/2017
C760Sydn	Geoffrey Tang Grinberg	19/02/1988	2196	
C761Sydn	Chon Chye-Hwa Halim	13/02/1963	2037	
C762Sydn	Urmila Chin Halim	26/11/1975	2155	
C766Sydn	Pik Yeo Hang	9/12/1953	2053	
C770Sydn	Fiona Tchung Hang	14/02/1997	2013	
C778Sydn	Chih-Hsiung Halim Harrison	17/03/1950	2081	
C785Sydn	Lillian Chung Haryono	16/07/1978	2102	
C80Sydn	Gaurav Gar-Yew Bai	26/08/1968	2088	25/10/2017
C80Sydn	Gaurav Gar-Yew Bai	26/08/1968	2188	
C813Sydn	Sujatha Steel Heung	9/07/1971	2208	
C814Sydn	Miller Ming Heung	21/04/1943	2114	
C818Sydn	Bo Kuong Hew	28/05/1985	2161	
C81Sydn	Haliyusswanee Wayne Awan	15/04/1969	2059	
C822Sydn	Anna Kumar Hirsinger	19/09/1955	2129	
C82Sydn	Nancy Huat Awan	28/08/1967	2186	
C830Sydn	Tim Yave Ho	30/09/1956	2149	
C837Sydn	Mohd Malo Ho	24/05/1952	2159	
C864Sydn	Tsu Nguyen Holmes	17/12/1959	2108	
C865Sydn	Amelia Nor Hooi	17/06/1955	2022	
C866Sydn	Wing Lobo Holmes	11/10/2000	2107	
C867Sydn	Chao-Chih Cholewka Holmes	7/05/1953	2012	
C86Sydn	Wanyu Yong-Whi Bairstow	9/12/1954	2128	
C871Sydn	Seng Paul Hooi	18/09/1987	2157	
C875Sydn	Martin Chen Hooi	8/04/2000	2192	
C883Sydn	Anhua Jin Hossain	3/02/1986	2019	
C890Sydn	Matthew Clouvas Hovelt	18/03/1987	2207	
C90Sydn	Mansoor Lee Balgovind	15/07/1978	2084	
C919Sydn	Graciela See Hung	2/02/1949	2115	
C920Sydn	Maria Marieta Hung	5/07/1997	2147	
C924Sydn	Meng Wu Hussain	15/06/1978	2031	
C928Sydn	Debojyoti Sibbing Iaroslavski	14/11/1996	2103	
C936Sydn	Kerry Dianne In	4/05/1963	2195	
C943Sydn	Rusol Marie Jacky	17/01/1974	2065	
C970Sydn	Anela Jiri Jia	3/07/1996	2107	
C971Sydn	Luke Chee Jia	9/05/1951	2177	
C972Sydn	Xueyang Ch'ien Jimenez	5/07/1958	2006	
C973Sydn	John James John	3/09/1981	2020	
C977Sydn	Mansoor Jin Jonathan	17/10/1998	2081	
C981Sydn	Mashnul Paul Jones	7/11/1957	2194	
C989Sydn	Shuangchao Ping Jun	23/03/1972	2135	
C98Sydn	Pablo King Bao	1/03/1968	2041	
C996Sydn	Ashima La Junaid	12/06/1953	2079	
